@relation pl-tagged-with_images

@attribute 'Image Hash' {116698595132761:40b2e1869c404365471afdb2effedc12,116698595132761:8c33b139c3720a7045767311af33e705,116698595132761:de36e80732d3e2190003bda99acb73f4,116698595132761:6f75c3b93f13c42225954a820dcfe49d,116698595132761:83a32dc15ebdb84c61c2328b558865b2,116698595132761:56105dbc02aa3b2d418a8fcd834bc532,116698595132761:9e2e8b1ab7de3f5aa3778a1110b0a700,116698595132761:6f4674dcfff6b02531bd008e595f2eb8,116698595132761:67c7450182c3ce5db986a4b6d3805c0e,116698595132761:6b36ad4cf683af9dd388bd67b31f30cc,116698595132761:eacd0f1fc32e39e792f4f523f4888e34}
@attribute Gender {Women,Men}
@attribute 'Age Min' numeric
@attribute 'Age Max' numeric
@attribute body-albo numeric
@attribute title-albo numeric
@attribute body-atrakcyjne numeric
@attribute title-atrakcyjne numeric
@attribute body-bajki numeric
@attribute title-bajki numeric
@attribute body-barwne numeric
@attribute title-barwne numeric
@attribute body-baw numeric
@attribute title-baw numeric
@attribute body-będzie numeric
@attribute title-będzie numeric
@attribute body-bez numeric
@attribute title-bez numeric
@attribute body-bezpieczeństwo numeric
@attribute title-bezpieczeństwo numeric
@attribute body-bieżąco numeric
@attribute title-bieżąco numeric
@attribute body-błysk numeric
@attribute title-błysk numeric
@attribute body-boginię numeric
@attribute title-boginię numeric
@attribute body-brak numeric
@attribute title-brak numeric
@attribute body-bratnią numeric
@attribute title-bratnią numeric
@attribute body-buziaczki numeric
@attribute title-buziaczki numeric
@attribute body-bystrym numeric
@attribute title-bystrym numeric
@attribute body-celeb numeric
@attribute title-celeb numeric
@attribute body-chce numeric
@attribute title-chce numeric
@attribute body-chłopak numeric
@attribute title-chłopak numeric
@attribute body-chyba numeric
@attribute title-chyba numeric
@attribute body-ciacha numeric
@attribute title-ciacha numeric
@attribute body-cciągłe numeric
@attribute title-cciągłe numeric
@attribute body-ciekawą numeric
@attribute title-ciekawą numeric
@attribute body-cierpię numeric
@attribute title-cierpię numeric
@attribute body-ciesz numeric
@attribute title-ciesz numeric
@attribute body-codziennie numeric
@attribute title-codziennie numeric
@attribute body-cool numeric
@attribute title-cool numeric
@attribute body-cukiereczki numeric
@attribute title-cukiereczki numeric
@attribute body-czas numeric
@attribute title-czas numeric
@attribute body-czat numeric
@attribute title-czat numeric
@attribute body-czekać numeric
@attribute title-czekać numeric
@attribute body-daj numeric
@attribute title-daj numeric
@attribute body-darmo numeric
@attribute title-darmo numeric
@attribute body-design numeric
@attribute title-design numeric
@attribute body-dnia numeric
@attribute title-dnia numeric
@attribute body-dobra numeric
@attribute title-dobra numeric
@attribute body-dobraną numeric
@attribute title-dobraną numeric
@attribute body-dołącz numeric
@attribute title-dołącz numeric
@attribute body-domu numeric
@attribute title-domu numeric
@attribute body-dowiedz numeric
@attribute title-dowiedz numeric
@attribute body-drodzy numeric
@attribute title-drodzy numeric
@attribute body-duego numeric
@attribute title-duego numeric
@attribute body-dusze numeric
@attribute title-dusze numeric
@attribute body-dużo numeric
@attribute title-dużo numeric
@attribute body-dżentelmen numeric
@attribute title-dżentelmen numeric
@attribute body-dzieje numeric
@attribute title-dzieje numeric
@attribute body-dziewczyn numeric
@attribute title-dziewczyn numeric
@attribute body-dziś numeric
@attribute title-dziś numeric
@attribute body-faceci numeric
@attribute title-faceci numeric
@attribute body-fajnego numeric
@attribute title-fajnego numeric
@attribute body-fan numeric
@attribute title-fan numeric
@attribute body-farmerem numeric
@attribute title-farmerem numeric
@attribute body-fejsie numeric
@attribute title-fejsie numeric
@attribute body-flirt numeric
@attribute title-flirt numeric
@attribute body-fotek numeric
@attribute title-fotek numeric
@attribute body-głos numeric
@attribute title-głos numeric
@attribute body-good numeric
@attribute title-good numeric
@attribute body-gość numeric
@attribute title-gość numeric
@attribute body-gotowa numeric
@attribute title-gotowa numeric
@attribute body-grach numeric
@attribute title-grach numeric
@attribute body-grona numeric
@attribute title-grona numeric
@attribute body-gwarantujemy numeric
@attribute title-gwarantujemy numeric
@attribute body-gwiazdę numeric
@attribute title-gwiazdę numeric
@attribute body-harcerka numeric
@attribute title-harcerka numeric
@attribute body-hej numeric
@attribute title-hej numeric
@attribute body-hot numeric
@attribute title-hot numeric
@attribute body-ideał numeric
@attribute title-ideał numeric
@attribute body-idola numeric
@attribute title-idola numeric
@attribute body-imprezę numeric
@attribute title-imprezę numeric
@attribute body-inne numeric
@attribute title-inne numeric
@attribute body-innowacyjny numeric
@attribute title-innowacyjny numeric
@attribute body-interesującą numeric
@attribute title-interesującą numeric
@attribute body-jakość numeric
@attribute title-jakość numeric
@attribute body-jednej numeric
@attribute title-jednej numeric
@attribute body-jeszcze numeric
@attribute title-jeszcze numeric
@attribute body-karnawał numeric
@attribute title-karnawał numeric
@attribute body-kawalerem numeric
@attribute title-kawalerem numeric
@attribute body-kermitem numeric
@attribute title-kermitem numeric
@attribute body-kevin numeric
@attribute title-kevin numeric
@attribute body-kim numeric
@attribute title-kim numeric
@attribute body-kłamać numeric
@attribute title-kłamać numeric
@attribute body-klikaj numeric
@attribute title-klikaj numeric
@attribute body-kochasz numeric
@attribute title-kochasz numeric
@attribute body-kontakty numeric
@attribute title-kontakty numeric
@attribute body-kontem numeric
@attribute title-kontem numeric
@attribute body-korzystaj numeric
@attribute title-korzystaj numeric
@attribute body-kraj numeric
@attribute title-kraj numeric
@attribute body-kreatywnym numeric
@attribute title-kreatywnym numeric
@attribute body-krok numeric
@attribute title-krok numeric
@attribute body-kwiaty numeric
@attribute title-kwiaty numeric
@attribute body-Łącz numeric
@attribute title-Łącz numeric
@attribute body-lasek numeric
@attribute title-lasek numeric
@attribute body-łatwo numeric
@attribute title-łatwo numeric
@attribute body-lepsi numeric
@attribute title-lepsi numeric
@attribute body-listę numeric
@attribute title-listę numeric
@attribute body-lubi numeric
@attribute title-lubi numeric
@attribute body-ludzi numeric
@attribute title-ludzi numeric
@attribute body-lutego numeric
@attribute title-lutego numeric
@attribute body-mafie numeric
@attribute title-mafie numeric
@attribute body-mało numeric
@attribute title-mało numeric
@attribute body-mamy numeric
@attribute title-mamy numeric
@attribute body-marca numeric
@attribute title-marca numeric
@attribute body-martw numeric
@attribute title-martw numeric
@attribute body-masę numeric
@attribute title-masę numeric
@attribute body-mega numeric
@attribute title-mega numeric
@attribute body-miasta numeric
@attribute title-miasta numeric
@attribute body-miejsce numeric
@attribute title-miejsce numeric
@attribute body-miłość numeric
@attribute title-miłość numeric
@attribute body-milutkie numeric
@attribute title-milutkie numeric
@attribute body-mną numeric
@attribute title-mną numeric
@attribute body-mnóstwo numeric
@attribute title-mnóstwo numeric
@attribute body-mogą numeric
@attribute title-mogą numeric
@attribute body-musisz numeric
@attribute title-musisz numeric
@attribute body-muzykę numeric
@attribute title-muzykę numeric
@attribute body-nadchodzi numeric
@attribute title-nadchodzi numeric
@attribute body-następnej numeric
@attribute title-następnej numeric
@attribute body-nic numeric
@attribute title-nic numeric
@attribute body-nienawidzisz numeric
@attribute title-nienawidzisz numeric
@attribute body-nieprzeciętnych numeric
@attribute title-nieprzeciętnych numeric
@attribute body-nigdy numeric
@attribute title-nigdy numeric
@attribute body-nikt numeric
@attribute title-nikt numeric
@attribute body-niusy numeric
@attribute title-niusy numeric
@attribute body-nudzą numeric
@attribute title-nudzą numeric
@attribute body-obchodzą numeric
@attribute title-obchodzą numeric
@attribute body-obecni numeric
@attribute title-obecni numeric
@attribute body-obywatele numeric
@attribute title-obywatele numeric
@attribute body-ochotę numeric
@attribute title-ochotę numeric
@attribute body-oczekiwaniach numeric
@attribute title-oczekiwaniach numeric
@attribute body-oczy numeric
@attribute title-oczy numeric
@attribute body-oddaj numeric
@attribute title-oddaj numeric
@attribute body-odwiedź numeric
@attribute title-odwiedź numeric
@attribute body-ogłaszam numeric
@attribute title-ogłaszam numeric
@attribute body-ok numeric
@attribute title-ok numeric
@attribute body-okazja numeric
@attribute title-okazja numeric
@attribute body-okolicy numeric
@attribute title-okolicy numeric
@attribute body-on numeric
@attribute title-on numeric
@attribute body-online numeric
@attribute title-online numeric
@attribute body-osób numeric
@attribute title-osób numeric
@attribute body-otrzymaj numeric
@attribute title-otrzymaj numeric
@attribute body-pageu numeric
@attribute title-pageu numeric
@attribute body-panikuj numeric
@attribute title-panikuj numeric
@attribute body-parę numeric
@attribute title-parę numeric
@attribute body-pasjach numeric
@attribute title-pasjach numeric
@attribute body-pełen numeric
@attribute title-pełen numeric
@attribute body-perfekcyjne numeric
@attribute title-perfekcyjne numeric
@attribute body-pierwszy numeric
@attribute title-pierwszy numeric
@attribute body-piosenkarka numeric
@attribute title-piosenkarka numeric
@attribute body-płacisz numeric
@attribute title-płacisz numeric
@attribute body-platforma numeric
@attribute title-platforma numeric
@attribute body-podoba numeric
@attribute title-podoba numeric
@attribute body-podziali numeric
@attribute title-podziali numeric
@attribute body-pogadać numeric
@attribute title-pogadać numeric
@attribute body-połączeń numeric
@attribute title-połączeń numeric
@attribute body-policjantka numeric
@attribute title-policjantka numeric
@attribute body-pomarańczy numeric
@attribute title-pomarańczy numeric
@attribute body-pomiń numeric
@attribute title-pomiń numeric
@attribute body-pomóż numeric
@attribute title-pomóż numeric
@attribute body-popularność numeric
@attribute title-popularność numeric
@attribute body-portal numeric
@attribute title-portal numeric
@attribute body-poszerz numeric
@attribute title-poszerz numeric
@attribute body-powiedziało numeric
@attribute title-powiedziało numeric
@attribute body-poznać numeric
@attribute title-poznać numeric
@attribute body-pozytywny numeric
@attribute title-pozytywny numeric
@attribute body-pragniesz numeric
@attribute title-pragniesz numeric
@attribute body-prawdy numeric
@attribute title-prawdy numeric
@attribute body-profile numeric
@attribute title-profile numeric
@attribute body-proste numeric
@attribute title-proste numeric
@attribute body-przebiegłych numeric
@attribute title-przebiegłych numeric
@attribute body-przedstawiamy numeric
@attribute title-przedstawiamy numeric
@attribute body-przegap numeric
@attribute title-przegap numeric
@attribute body-przeglądaj numeric
@attribute title-przeglądaj numeric
@attribute body-przejdź numeric
@attribute title-przejdź numeric
@attribute body-przekonać numeric
@attribute title-przekonać numeric
@attribute body-przesadzili numeric
@attribute title-przesadzili numeric
@attribute body-przestań numeric
@attribute title-przestań numeric
@attribute body-przycisk numeric
@attribute title-przycisk numeric
@attribute body-przygód numeric
@attribute title-przygód numeric
@attribute body-przygotowaliśmy numeric
@attribute title-przygotowaliśmy numeric
@attribute body-przyjaźń numeric
@attribute title-przyjaźń numeric
@attribute body-przypomina numeric
@attribute title-przypomina numeric
@attribute body-przytulić numeric
@attribute title-przytulić numeric
@attribute body-ps numeric
@attribute title-ps numeric
@attribute body-randkę numeric
@attribute title-randkę numeric
@attribute body-ratunkowy numeric
@attribute title-ratunkowy numeric
@attribute body-rejestracja numeric
@attribute title-rejestracja numeric
@attribute body-romantyczną numeric
@attribute title-romantyczną numeric
@attribute body-rozpoczęło numeric
@attribute title-rozpoczęło numeric
@attribute body-rozrywka numeric
@attribute title-rozrywka numeric
@attribute body-rusz numeric
@attribute title-rusz numeric
@attribute body-sam numeric
@attribute title-sam numeric
@attribute body-serduszka numeric
@attribute title-serduszka numeric
@attribute body-siebie numeric
@attribute title-siebie numeric
@attribute body-sieć numeric
@attribute title-sieć numeric
@attribute body-singielka numeric
@attribute title-singielka numeric
@attribute body-śledź numeric
@attribute title-śledź numeric
@attribute body-słyszałaś numeric
@attribute title-słyszałaś numeric
@attribute body-snów numeric
@attribute title-snów numeric
@attribute body-socializing numeric
@attribute title-socializing numeric
@attribute body-spędziłeś numeric
@attribute title-spędziłeś numeric
@attribute body-śpiewać numeric
@attribute title-śpiewać numeric
@attribute body-spojrzenie numeric
@attribute title-spojrzenie numeric
@attribute body-społecznościowa numeric
@attribute title-społecznościowa numeric
@attribute body-sportowa numeric
@attribute title-sportowa numeric
@attribute body-sposób numeric
@attribute title-sposób numeric
@attribute body-spotkać numeric
@attribute title-spotkać numeric
@attribute body-sprawdź numeric
@attribute title-sprawdź numeric
@attribute body-stan numeric
@attribute title-stan numeric
@attribute body-starą numeric
@attribute title-starą numeric
@attribute body-status numeric
@attribute title-status numeric
@attribute body-stresu numeric
@attribute title-stresu numeric
@attribute body-super numeric
@attribute title-super numeric
@attribute body-surfuj numeric
@attribute title-surfuj numeric
@attribute body-swataj numeric
@attribute title-swataj numeric
@attribute body-świata numeric
@attribute title-świata numeric
@attribute body-świece numeric
@attribute title-świece numeric
@attribute body-świętujemy numeric
@attribute title-świętujemy numeric
@attribute body-sylwetka numeric
@attribute title-sylwetka numeric
@attribute body-szansy numeric
@attribute title-szansy numeric
@attribute body-szuka numeric
@attribute title-szuka numeric
@attribute body-szybka numeric
@attribute title-szybka numeric
@attribute body-tańczyć numeric
@attribute title-tańczyć numeric
@attribute body-teraz numeric
@attribute title-teraz numeric
@attribute body-tiësto numeric
@attribute title-tiësto numeric
@attribute body-topie numeric
@attribute title-topie numeric
@attribute body-towarzyskie numeric
@attribute title-towarzyskie numeric
@attribute body-trendy numeric
@attribute title-trendy numeric
@attribute body-tu numeric
@attribute title-tu numeric
@attribute body-twina numeric
@attribute title-twina numeric
@attribute body-twoich numeric
@attribute title-twoich numeric
@attribute body-tworzą numeric
@attribute title-tworzą numeric
@attribute body-tyle numeric
@attribute title-tyle numeric
@attribute body-tyłek numeric
@attribute title-tyłek numeric
@attribute body-tylko numeric
@attribute title-tylko numeric
@attribute body-udaj numeric
@attribute title-udaj numeric
@attribute body-udaną numeric
@attribute title-udaną numeric
@attribute body-ulubieni numeric
@attribute title-ulubieni numeric
@attribute body-umów numeric
@attribute title-umów numeric
@attribute body-uśmiechać numeric
@attribute title-uśmiechać numeric
@attribute body-uszczęśliwić numeric
@attribute title-uszczęśliwić numeric
@attribute body-uważa numeric
@attribute title-uważa numeric
@attribute body-uwierzyć numeric
@attribute title-uwierzyć numeric
@attribute body-użytkowników numeric
@attribute title-użytkowników numeric
@attribute body-walentynek numeric
@attribute title-walentynek numeric
@attribute body-wami numeric
@attribute title-wami numeric
@attribute body-wc numeric
@attribute title-wc numeric
@attribute body-wchodząc numeric
@attribute title-wchodząc numeric
@attribute body-widzisz numeric
@attribute title-widzisz numeric
@attribute body-więcej numeric
@attribute title-więcej numeric
@attribute body-wielbicieli numeric
@attribute title-wielbicieli numeric
@attribute body-wiele numeric
@attribute title-wiele numeric
@attribute body-wirtualne numeric
@attribute title-wirtualne numeric
@attribute body-witaj numeric
@attribute title-witaj numeric
@attribute body-właśnie numeric
@attribute title-właśnie numeric
@attribute body-wolny numeric
@attribute title-wolny numeric
@attribute body-wow numeric
@attribute title-wow numeric
@attribute body-wpaniałych numeric
@attribute title-wpaniałych numeric
@attribute body-wprowadzenie numeric
@attribute title-wprowadzenie numeric
@attribute body-wracam numeric
@attribute title-wracam numeric
@attribute body-wspólne numeric
@attribute title-wspólne numeric
@attribute body-wszyscy numeric
@attribute title-wszyscy numeric
@attribute body-wybierz numeric
@attribute title-wybierz numeric
@attribute body-wygląda numeric
@attribute title-wygląda numeric
@attribute body-wymiar numeric
@attribute title-wymiar numeric
@attribute body-wypróbujesz numeric
@attribute title-wypróbujesz numeric
@attribute body-wyraź numeric
@attribute title-wyraź numeric
@attribute body-wysoka numeric
@attribute title-wysoka numeric
@attribute body-wystarczająco numeric
@attribute title-wystarczająco numeric
@attribute body-zabrać numeric
@attribute title-zabrać numeric
@attribute body-zacznij numeric
@attribute title-zacznij numeric
@attribute body-zagłosowałabyś numeric
@attribute title-zagłosowałabyś numeric
@attribute body-zagłosuj numeric
@attribute title-zagłosuj numeric
@attribute body-zagraj numeric
@attribute title-zagraj numeric
@attribute body-zainteresowania numeric
@attribute title-zainteresowania numeric
@attribute body-zakręcony numeric
@attribute title-zakręcony numeric
@attribute body-zaloguj numeric
@attribute title-zaloguj numeric
@attribute body-żałosne numeric
@attribute title-żałosne numeric
@attribute body-zamienisz numeric
@attribute title-zamienisz numeric
@attribute body-zamulać numeric
@attribute title-zamulać numeric
@attribute body-zaprasza numeric
@attribute title-zaprasza numeric
@attribute body-zaraz numeric
@attribute title-zaraz numeric
@attribute body-Żartujesz numeric
@attribute title-Żartujesz numeric
@attribute body-zasięgu numeric
@attribute title-zasięgu numeric
@attribute body-zaskocz numeric
@attribute title-zaskocz numeric
@attribute body-zazdrościsz numeric
@attribute title-zazdrościsz numeric
@attribute body-zażenowany numeric
@attribute title-zażenowany numeric
@attribute body-zaznaj numeric
@attribute title-zaznaj numeric
@attribute body-zdecyduj numeric
@attribute title-zdecyduj numeric
@attribute body-zechcesz numeric
@attribute title-zechcesz numeric
@attribute body-zero numeric
@attribute title-zero numeric
@attribute body-zestaw numeric
@attribute title-zestaw numeric
@attribute body-zgadzasz numeric
@attribute title-zgadzasz numeric
@attribute body-złożyć numeric
@attribute title-złożyć numeric
@attribute body-zmienić numeric
@attribute title-zmienić numeric
@attribute body-znajomi numeric
@attribute title-znajomi numeric
@attribute body-znasz numeric
@attribute title-znasz numeric
@attribute body-zobacz numeric
@attribute title-zobacz numeric
@attribute body-zobowiązani numeric
@attribute title-zobowiązani numeric
@attribute body-zrobi numeric
@attribute title-zrobi numeric
@attribute body-zwiążą numeric
@attribute title-zwiążą numeric
@attribute body-związku numeric
@attribute title-związku numeric
@attribute body-zwlekaj numeric
@attribute title-zwlekaj numeric
@attribute body-zwyczajnie numeric
@attribute title-zwyczajnie numeric
@attribute body-życie numeric
@attribute title-życie numeric
@attribute body-życzenia numeric
@attribute title-życzenia numeric
@attribute body-żywo numeric
@attribute title-żywo numeric
@attribute CTR numeric

@data
116698595132761:40b2e1869c404365471afdb2effedc12,Women,25,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.9256
116698595132761:8c33b139c3720a7045767311af33e705,Women,25,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.93423
116698595132761:de36e80732d3e2190003bda99acb73f4,Women,25,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.424366
116698595132761:de36e80732d3e2190003bda99acb73f4,Women,25,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.574109
