PID,CID,BID,Country,Image,English Title,English Body,Target Gender,Age min,Age max,Target city
2,350,39,AR,"Duego es el mejor sitio para hacer amigas. Entra a Duego, la pasarás re bárbaro!",Do you wanna make friends?,"Duego is the best site to make friends. Join Duego, you are gonna like it!",M,31,39,
2,350,40,AR,"Duego es el mejor sitio para hacer amigas. Entra a Duego, la pasarás re bárbaro!",Do you wanna make friends?,"Duego is the best site to make friends. Join Duego, you are gonna like it!",M,31,39,
2,350,41,AR,"Duego es el mejor sitio para hacer amigas. Entra a Duego, la pasarás re bárbaro!",Do you wanna make friends?,"Duego is the best site to make friends. Join Duego, you are gonna like it!",M,31,39,
2,350,42,AR,"Duego es el mejor sitio para hacer amigas. Entra a Duego, la pasarás re bárbaro!",Do you wanna make friends?,"Duego is the best site to make friends. Join Duego, you are gonna like it!",M,31,39,
2,350,43,AR,"Duego es el mejor sitio para hacer amigas. Entra a Duego, la pasarás re bárbaro!",Do you wanna make friends?,"Duego is the best site to make friends. Join Duego, you are gonna like it!",M,31,39,
2,350,44,AR,"Duego es el mejor sitio para hacer amigas. Entra a Duego, la pasarás re bárbaro!",Do you wanna make friends?,"Duego is the best site to make friends. Join Duego, you are gonna like it!",M,31,39,
2,350,45,AR,"Duego es el mejor sitio para hacer amigas. Entra a Duego, la pasarás re bárbaro!",Do you wanna make friends?,"Duego is the best site to make friends. Join Duego, you are gonna like it!",M,31,39,
2,350,46,AR,"Duego es el mejor sitio para hacer amigas. Entra a Duego, la pasarás re bárbaro!",Do you wanna make friends?,"Duego is the best site to make friends. Join Duego, you are gonna like it!",M,31,39,
2,350,47,AR,"Duego es el mejor sitio para hacer amigas. Entra a Duego, la pasarás re bárbaro!",Do you wanna make friends?,"Duego is the best site to make friends. Join Duego, you are gonna like it!",M,31,39,
2,350,48,AR,"Duego es el mejor sitio para hacer amigas. Entra a Duego, la pasarás re bárbaro!",Do you wanna make friends?,"Duego is the best site to make friends. Join Duego, you are gonna like it!",M,31,39,
2,350,49,AR,"Duego es el mejor sitio para hacer amigas. Entra a Duego, la pasarás re bárbaro!",Do you wanna make friends?,"Duego is the best site to make friends. Join Duego, you are gonna like it!",M,31,39,
2,350,50,AR,"Duego es el mejor sitio para hacer amigas. Entra a Duego, la pasarás re bárbaro!",Do you wanna make friends?,"Duego is the best site to make friends. Join Duego, you are gonna like it!",M,31,39,
2,362,34,MX,"Duego es el mejor sitio para hacer amigos. Únete a Duego, juega, checa fotos y diviértete!",Do you wanna make friends?,"Duego is the best site to make friends. Join Duego, play games, look at pics and have fun!",F,18,20,
2,362,35,MX,"Duego es el mejor sitio para hacer amigos. Únete a Duego, juega, checa fotos y diviértete!",Do you wanna make friends?,"Duego is the best site to make friends. Join Duego, play games, look at pics and have fun!",F,18,20,
2,362,36,MX,"Duego es el mejor sitio para hacer amigos. Únete a Duego, juega, checa fotos y diviértete!",Do you wanna make friends?,"Duego is the best site to make friends. Join Duego, play games, look at pics and have fun!",F,18,20,
2,362,37,MX,"Duego es el mejor sitio para hacer amigos. Únete a Duego, juega, checa fotos y diviértete!",Do you wanna make friends?,"Duego is the best site to make friends. Join Duego, play games, look at pics and have fun!",F,18,20,
2,362,38,MX,"Duego es el mejor sitio para hacer amigos. Únete a Duego, juega, checa fotos y diviértete!",Do you wanna make friends?,"Duego is the best site to make friends. Join Duego, play games, look at pics and have fun!",F,18,20,
2,362,39,MX,"Duego es el mejor sitio para hacer amigos. Únete a Duego, juega, checa fotos y diviértete!",Do you wanna make friends?,"Duego is the best site to make friends. Join Duego, play games, look at pics and have fun!",F,18,20,
2,362,40,MX,"Duego es el mejor sitio para hacer amigos. Únete a Duego, juega, checa fotos y diviértete!",Do you wanna make friends?,"Duego is the best site to make friends. Join Duego, play games, look at pics and have fun!",F,18,20,
2,362,41,MX,"Duego es el mejor sitio para hacer amigos. Únete a Duego, juega, checa fotos y diviértete!",Do you wanna make friends?,"Duego is the best site to make friends. Join Duego, play games, look at pics and have fun!",F,18,20,
2,362,42,MX,"Duego es el mejor sitio para hacer amigos. Únete a Duego, juega, checa fotos y diviértete!",Do you wanna make friends?,"Duego is the best site to make friends. Join Duego, play games, look at pics and have fun!",F,18,20,
2,362,43,MX,"Duego es el mejor sitio para hacer amigos. Únete a Duego, juega, checa fotos y diviértete!",Do you wanna make friends?,"Duego is the best site to make friends. Join Duego, play games, look at pics and have fun!",F,18,20,
2,362,44,MX,"Duego es el mejor sitio para hacer amigos. Únete a Duego, juega, checa fotos y diviértete!",Do you wanna make friends?,"Duego is the best site to make friends. Join Duego, play games, look at pics and have fun!",F,18,20,
2,362,45,MX,"Duego es el mejor sitio para hacer amigos. Únete a Duego, juega, checa fotos y diviértete!",Do you wanna make friends?,"Duego is the best site to make friends. Join Duego, play games, look at pics and have fun!",F,18,20,
2,362,46,MX,"Duego es el mejor sitio para hacer amigos. Únete a Duego, juega, checa fotos y diviértete!",Do you wanna make friends?,"Duego is the best site to make friends. Join Duego, play games, look at pics and have fun!",F,18,20,
2,362,47,MX,"Duego es el mejor sitio para hacer amigos. Únete a Duego, juega, checa fotos y diviértete!",Do you wanna make friends?,"Duego is the best site to make friends. Join Duego, play games, look at pics and have fun!",F,18,20,
2,362,48,MX,"Duego es el mejor sitio para hacer amigos. Únete a Duego, juega, checa fotos y diviértete!",Do you wanna make friends?,"Duego is the best site to make friends. Join Duego, play games, look at pics and have fun!",F,18,20,
2,362,49,MX,"Duego es el mejor sitio para hacer amigos. Únete a Duego, juega, checa fotos y diviértete!",Do you wanna make friends?,"Duego is the best site to make friends. Join Duego, play games, look at pics and have fun!",F,18,20,
2,362,50,MX,"Duego es el mejor sitio para hacer amigos. Únete a Duego, juega, checa fotos y diviértete!",Do you wanna make friends?,"Duego is the best site to make friends. Join Duego, play games, look at pics and have fun!",F,18,20,
2,363,34,MX,"Duego es el mejor sitio para hacer amigos. Únete a Duego, juega, checa fotos y diviértete!",Do you wanna make friends?,"Duego is the best site to make friends. Join Duego, play games, look at pics and have fun!",F,21,25,
2,363,35,MX,"Duego es el mejor sitio para hacer amigos. Únete a Duego, juega, checa fotos y diviértete!",Do you wanna make friends?,"Duego is the best site to make friends. Join Duego, play games, look at pics and have fun!",F,21,25,
2,363,36,MX,"Duego es el mejor sitio para hacer amigos. Únete a Duego, juega, checa fotos y diviértete!",Do you wanna make friends?,"Duego is the best site to make friends. Join Duego, play games, look at pics and have fun!",F,21,25,
2,363,37,MX,"Duego es el mejor sitio para hacer amigos. Únete a Duego, juega, checa fotos y diviértete!",Do you wanna make friends?,"Duego is the best site to make friends. Join Duego, play games, look at pics and have fun!",F,21,25,
2,363,38,MX,"Duego es el mejor sitio para hacer amigos. Únete a Duego, juega, checa fotos y diviértete!",Do you wanna make friends?,"Duego is the best site to make friends. Join Duego, play games, look at pics and have fun!",F,21,25,
2,363,39,MX,"Duego es el mejor sitio para hacer amigos. Únete a Duego, juega, checa fotos y diviértete!",Do you wanna make friends?,"Duego is the best site to make friends. Join Duego, play games, look at pics and have fun!",F,21,25,
2,363,40,MX,"Duego es el mejor sitio para hacer amigos. Únete a Duego, juega, checa fotos y diviértete!",Do you wanna make friends?,"Duego is the best site to make friends. Join Duego, play games, look at pics and have fun!",F,21,25,
2,363,41,MX,"Duego es el mejor sitio para hacer amigos. Únete a Duego, juega, checa fotos y diviértete!",Do you wanna make friends?,"Duego is the best site to make friends. Join Duego, play games, look at pics and have fun!",F,21,25,
2,363,42,MX,"Duego es el mejor sitio para hacer amigos. Únete a Duego, juega, checa fotos y diviértete!",Do you wanna make friends?,"Duego is the best site to make friends. Join Duego, play games, look at pics and have fun!",F,21,25,
2,363,43,MX,"Duego es el mejor sitio para hacer amigos. Únete a Duego, juega, checa fotos y diviértete!",Do you wanna make friends?,"Duego is the best site to make friends. Join Duego, play games, look at pics and have fun!",F,21,25,
2,363,44,MX,"Duego es el mejor sitio para hacer amigos. Únete a Duego, juega, checa fotos y diviértete!",Do you wanna make friends?,"Duego is the best site to make friends. Join Duego, play games, look at pics and have fun!",F,21,25,
2,363,45,MX,"Duego es el mejor sitio para hacer amigos. Únete a Duego, juega, checa fotos y diviértete!",Do you wanna make friends?,"Duego is the best site to make friends. Join Duego, play games, look at pics and have fun!",F,21,25,
2,363,46,MX,"Duego es el mejor sitio para hacer amigos. Únete a Duego, juega, checa fotos y diviértete!",Do you wanna make friends?,"Duego is the best site to make friends. Join Duego, play games, look at pics and have fun!",F,21,25,
2,363,47,MX,"Duego es el mejor sitio para hacer amigos. Únete a Duego, juega, checa fotos y diviértete!",Do you wanna make friends?,"Duego is the best site to make friends. Join Duego, play games, look at pics and have fun!",F,21,25,
2,363,48,MX,"Duego es el mejor sitio para hacer amigos. Únete a Duego, juega, checa fotos y diviértete!",Do you wanna make friends?,"Duego is the best site to make friends. Join Duego, play games, look at pics and have fun!",F,21,25,
2,363,49,MX,"Duego es el mejor sitio para hacer amigos. Únete a Duego, juega, checa fotos y diviértete!",Do you wanna make friends?,"Duego is the best site to make friends. Join Duego, play games, look at pics and have fun!",F,21,25,
2,363,50,MX,"Duego es el mejor sitio para hacer amigos. Únete a Duego, juega, checa fotos y diviértete!",Do you wanna make friends?,"Duego is the best site to make friends. Join Duego, play games, look at pics and have fun!",F,21,25,
2,364,34,MX,"Duego es el mejor sitio para hacer amigos. Únete a Duego, juega, checa fotos y diviértete!",Do you wanna make friends?,"Duego is the best site to make friends. Join Duego, play games, look at pics and have fun!",F,26,30,
2,364,35,MX,"Duego es el mejor sitio para hacer amigos. Únete a Duego, juega, checa fotos y diviértete!",Do you wanna make friends?,"Duego is the best site to make friends. Join Duego, play games, look at pics and have fun!",F,26,30,
2,364,36,MX,"Duego es el mejor sitio para hacer amigos. Únete a Duego, juega, checa fotos y diviértete!",Do you wanna make friends?,"Duego is the best site to make friends. Join Duego, play games, look at pics and have fun!",F,26,30,
2,364,37,MX,"Duego es el mejor sitio para hacer amigos. Únete a Duego, juega, checa fotos y diviértete!",Do you wanna make friends?,"Duego is the best site to make friends. Join Duego, play games, look at pics and have fun!",F,26,30,
2,364,38,MX,"Duego es el mejor sitio para hacer amigos. Únete a Duego, juega, checa fotos y diviértete!",Do you wanna make friends?,"Duego is the best site to make friends. Join Duego, play games, look at pics and have fun!",F,26,30,
2,364,39,MX,"Duego es el mejor sitio para hacer amigos. Únete a Duego, juega, checa fotos y diviértete!",Do you wanna make friends?,"Duego is the best site to make friends. Join Duego, play games, look at pics and have fun!",F,26,30,
2,364,40,MX,"Duego es el mejor sitio para hacer amigos. Únete a Duego, juega, checa fotos y diviértete!",Do you wanna make friends?,"Duego is the best site to make friends. Join Duego, play games, look at pics and have fun!",F,26,30,
2,364,41,MX,"Duego es el mejor sitio para hacer amigos. Únete a Duego, juega, checa fotos y diviértete!",Do you wanna make friends?,"Duego is the best site to make friends. Join Duego, play games, look at pics and have fun!",F,26,30,
2,364,42,MX,"Duego es el mejor sitio para hacer amigos. Únete a Duego, juega, checa fotos y diviértete!",Do you wanna make friends?,"Duego is the best site to make friends. Join Duego, play games, look at pics and have fun!",F,26,30,
2,364,43,MX,"Duego es el mejor sitio para hacer amigos. Únete a Duego, juega, checa fotos y diviértete!",Do you wanna make friends?,"Duego is the best site to make friends. Join Duego, play games, look at pics and have fun!",F,26,30,
2,364,44,MX,"Duego es el mejor sitio para hacer amigos. Únete a Duego, juega, checa fotos y diviértete!",Do you wanna make friends?,"Duego is the best site to make friends. Join Duego, play games, look at pics and have fun!",F,26,30,
2,364,45,MX,"Duego es el mejor sitio para hacer amigos. Únete a Duego, juega, checa fotos y diviértete!",Do you wanna make friends?,"Duego is the best site to make friends. Join Duego, play games, look at pics and have fun!",F,26,30,
2,364,46,MX,"Duego es el mejor sitio para hacer amigos. Únete a Duego, juega, checa fotos y diviértete!",Do you wanna make friends?,"Duego is the best site to make friends. Join Duego, play games, look at pics and have fun!",F,26,30,
2,364,47,MX,"Duego es el mejor sitio para hacer amigos. Únete a Duego, juega, checa fotos y diviértete!",Do you wanna make friends?,"Duego is the best site to make friends. Join Duego, play games, look at pics and have fun!",F,26,30,
2,364,48,MX,"Duego es el mejor sitio para hacer amigos. Únete a Duego, juega, checa fotos y diviértete!",Do you wanna make friends?,"Duego is the best site to make friends. Join Duego, play games, look at pics and have fun!",F,26,30,
2,364,49,MX,"Duego es el mejor sitio para hacer amigos. Únete a Duego, juega, checa fotos y diviértete!",Do you wanna make friends?,"Duego is the best site to make friends. Join Duego, play games, look at pics and have fun!",F,26,30,
2,364,50,MX,"Duego es el mejor sitio para hacer amigos. Únete a Duego, juega, checa fotos y diviértete!",Do you wanna make friends?,"Duego is the best site to make friends. Join Duego, play games, look at pics and have fun!",F,26,30,
2,365,34,MX,"Duego es el mejor sitio para hacer amigos. Únete a Duego, juega, checa fotos y diviértete!",Do you wanna make friends?,"Duego is the best site to make friends. Join Duego, play games, look at pics and have fun!",F,31,39,
2,365,35,MX,"Duego es el mejor sitio para hacer amigos. Únete a Duego, juega, checa fotos y diviértete!",Do you wanna make friends?,"Duego is the best site to make friends. Join Duego, play games, look at pics and have fun!",F,31,39,
2,365,36,MX,"Duego es el mejor sitio para hacer amigos. Únete a Duego, juega, checa fotos y diviértete!",Do you wanna make friends?,"Duego is the best site to make friends. Join Duego, play games, look at pics and have fun!",F,31,39,
2,365,37,MX,"Duego es el mejor sitio para hacer amigos. Únete a Duego, juega, checa fotos y diviértete!",Do you wanna make friends?,"Duego is the best site to make friends. Join Duego, play games, look at pics and have fun!",F,31,39,
2,365,38,MX,"Duego es el mejor sitio para hacer amigos. Únete a Duego, juega, checa fotos y diviértete!",Do you wanna make friends?,"Duego is the best site to make friends. Join Duego, play games, look at pics and have fun!",F,31,39,
2,365,39,MX,"Duego es el mejor sitio para hacer amigos. Únete a Duego, juega, checa fotos y diviértete!",Do you wanna make friends?,"Duego is the best site to make friends. Join Duego, play games, look at pics and have fun!",F,31,39,
2,365,40,MX,"Duego es el mejor sitio para hacer amigos. Únete a Duego, juega, checa fotos y diviértete!",Do you wanna make friends?,"Duego is the best site to make friends. Join Duego, play games, look at pics and have fun!",F,31,39,
2,365,41,MX,"Duego es el mejor sitio para hacer amigos. Únete a Duego, juega, checa fotos y diviértete!",Do you wanna make friends?,"Duego is the best site to make friends. Join Duego, play games, look at pics and have fun!",F,31,39,
2,365,42,MX,"Duego es el mejor sitio para hacer amigos. Únete a Duego, juega, checa fotos y diviértete!",Do you wanna make friends?,"Duego is the best site to make friends. Join Duego, play games, look at pics and have fun!",F,31,39,
2,365,43,MX,"Duego es el mejor sitio para hacer amigos. Únete a Duego, juega, checa fotos y diviértete!",Do you wanna make friends?,"Duego is the best site to make friends. Join Duego, play games, look at pics and have fun!",F,31,39,
2,365,44,MX,"Duego es el mejor sitio para hacer amigos. Únete a Duego, juega, checa fotos y diviértete!",Do you wanna make friends?,"Duego is the best site to make friends. Join Duego, play games, look at pics and have fun!",F,31,39,
2,365,45,MX,"Duego es el mejor sitio para hacer amigos. Únete a Duego, juega, checa fotos y diviértete!",Do you wanna make friends?,"Duego is the best site to make friends. Join Duego, play games, look at pics and have fun!",F,31,39,
2,365,46,MX,"Duego es el mejor sitio para hacer amigos. Únete a Duego, juega, checa fotos y diviértete!",Do you wanna make friends?,"Duego is the best site to make friends. Join Duego, play games, look at pics and have fun!",F,31,39,
2,365,47,MX,"Duego es el mejor sitio para hacer amigos. Únete a Duego, juega, checa fotos y diviértete!",Do you wanna make friends?,"Duego is the best site to make friends. Join Duego, play games, look at pics and have fun!",F,31,39,
2,365,48,MX,"Duego es el mejor sitio para hacer amigos. Únete a Duego, juega, checa fotos y diviértete!",Do you wanna make friends?,"Duego is the best site to make friends. Join Duego, play games, look at pics and have fun!",F,31,39,
2,365,49,MX,"Duego es el mejor sitio para hacer amigos. Únete a Duego, juega, checa fotos y diviértete!",Do you wanna make friends?,"Duego is the best site to make friends. Join Duego, play games, look at pics and have fun!",F,31,39,
2,365,50,MX,"Duego es el mejor sitio para hacer amigos. Únete a Duego, juega, checa fotos y diviértete!",Do you wanna make friends?,"Duego is the best site to make friends. Join Duego, play games, look at pics and have fun!",F,31,39,
2,367,34,MX,"Duego es el mejor sitio para hacer amigas. Únete a Duego, está muy padre! Te divertirás!",Do you wanna make friends?,"Duego is the best site to make friends. Join Duego, it is really cool! You will have fun!",M,18,20,
2,367,35,MX,"Duego es el mejor sitio para hacer amigas. Únete a Duego, está muy padre! Te divertirás!",Do you wanna make friends?,"Duego is the best site to make friends. Join Duego, it is really cool! You will have fun!",M,18,20,
2,367,36,MX,"Duego es el mejor sitio para hacer amigas. Únete a Duego, está muy padre! Te divertirás!",Do you wanna make friends?,"Duego is the best site to make friends. Join Duego, it is really cool! You will have fun!",M,18,20,
2,367,37,MX,"Duego es el mejor sitio para hacer amigas. Únete a Duego, está muy padre! Te divertirás!",Do you wanna make friends?,"Duego is the best site to make friends. Join Duego, it is really cool! You will have fun!",M,18,20,
2,367,38,MX,"Duego es el mejor sitio para hacer amigas. Únete a Duego, está muy padre! Te divertirás!",Do you wanna make friends?,"Duego is the best site to make friends. Join Duego, it is really cool! You will have fun!",M,18,20,
2,367,39,MX,"Duego es el mejor sitio para hacer amigas. Únete a Duego, está muy padre! Te divertirás!",Do you wanna make friends?,"Duego is the best site to make friends. Join Duego, it is really cool! You will have fun!",M,18,20,
2,367,40,MX,"Duego es el mejor sitio para hacer amigas. Únete a Duego, está muy padre! Te divertirás!",Do you wanna make friends?,"Duego is the best site to make friends. Join Duego, it is really cool! You will have fun!",M,18,20,
2,367,41,MX,"Duego es el mejor sitio para hacer amigas. Únete a Duego, está muy padre! Te divertirás!",Do you wanna make friends?,"Duego is the best site to make friends. Join Duego, it is really cool! You will have fun!",M,18,20,
2,367,42,MX,"Duego es el mejor sitio para hacer amigas. Únete a Duego, está muy padre! Te divertirás!",Do you wanna make friends?,"Duego is the best site to make friends. Join Duego, it is really cool! You will have fun!",M,18,20,
2,367,43,MX,"Duego es el mejor sitio para hacer amigas. Únete a Duego, está muy padre! Te divertirás!",Do you wanna make friends?,"Duego is the best site to make friends. Join Duego, it is really cool! You will have fun!",M,18,20,
2,367,44,MX,"Duego es el mejor sitio para hacer amigas. Únete a Duego, está muy padre! Te divertirás!",Do you wanna make friends?,"Duego is the best site to make friends. Join Duego, it is really cool! You will have fun!",M,18,20,
2,367,45,MX,"Duego es el mejor sitio para hacer amigas. Únete a Duego, está muy padre! Te divertirás!",Do you wanna make friends?,"Duego is the best site to make friends. Join Duego, it is really cool! You will have fun!",M,18,20,
2,367,46,MX,"Duego es el mejor sitio para hacer amigas. Únete a Duego, está muy padre! Te divertirás!",Do you wanna make friends?,"Duego is the best site to make friends. Join Duego, it is really cool! You will have fun!",M,18,20,
2,367,47,MX,"Duego es el mejor sitio para hacer amigas. Únete a Duego, está muy padre! Te divertirás!",Do you wanna make friends?,"Duego is the best site to make friends. Join Duego, it is really cool! You will have fun!",M,18,20,
2,367,48,MX,"Duego es el mejor sitio para hacer amigas. Únete a Duego, está muy padre! Te divertirás!",Do you wanna make friends?,"Duego is the best site to make friends. Join Duego, it is really cool! You will have fun!",M,18,20,
2,367,49,MX,"Duego es el mejor sitio para hacer amigas. Únete a Duego, está muy padre! Te divertirás!",Do you wanna make friends?,"Duego is the best site to make friends. Join Duego, it is really cool! You will have fun!",M,18,20,
2,367,50,MX,"Duego es el mejor sitio para hacer amigas. Únete a Duego, está muy padre! Te divertirás!",Do you wanna make friends?,"Duego is the best site to make friends. Join Duego, it is really cool! You will have fun!",M,18,20,
2,368,34,MX,"Duego es el mejor sitio para hacer amigas. Únete a Duego, está muy padre! Te divertirás!",Do you wanna make friends?,"Duego is the best site to make friends. Join Duego, it is really cool! You will have fun!",M,21,25,
2,368,35,MX,"Duego es el mejor sitio para hacer amigas. Únete a Duego, está muy padre! Te divertirás!",Do you wanna make friends?,"Duego is the best site to make friends. Join Duego, it is really cool! You will have fun!",M,21,25,
2,368,36,MX,"Duego es el mejor sitio para hacer amigas. Únete a Duego, está muy padre! Te divertirás!",Do you wanna make friends?,"Duego is the best site to make friends. Join Duego, it is really cool! You will have fun!",M,21,25,
2,368,37,MX,"Duego es el mejor sitio para hacer amigas. Únete a Duego, está muy padre! Te divertirás!",Do you wanna make friends?,"Duego is the best site to make friends. Join Duego, it is really cool! You will have fun!",M,21,25,
2,368,38,MX,"Duego es el mejor sitio para hacer amigas. Únete a Duego, está muy padre! Te divertirás!",Do you wanna make friends?,"Duego is the best site to make friends. Join Duego, it is really cool! You will have fun!",M,21,25,
2,368,39,MX,"Duego es el mejor sitio para hacer amigas. Únete a Duego, está muy padre! Te divertirás!",Do you wanna make friends?,"Duego is the best site to make friends. Join Duego, it is really cool! You will have fun!",M,21,25,
2,368,40,MX,"Duego es el mejor sitio para hacer amigas. Únete a Duego, está muy padre! Te divertirás!",Do you wanna make friends?,"Duego is the best site to make friends. Join Duego, it is really cool! You will have fun!",M,21,25,
2,368,41,MX,"Duego es el mejor sitio para hacer amigas. Únete a Duego, está muy padre! Te divertirás!",Do you wanna make friends?,"Duego is the best site to make friends. Join Duego, it is really cool! You will have fun!",M,21,25,
2,368,42,MX,"Duego es el mejor sitio para hacer amigas. Únete a Duego, está muy padre! Te divertirás!",Do you wanna make friends?,"Duego is the best site to make friends. Join Duego, it is really cool! You will have fun!",M,21,25,
2,368,43,MX,"Duego es el mejor sitio para hacer amigas. Únete a Duego, está muy padre! Te divertirás!",Do you wanna make friends?,"Duego is the best site to make friends. Join Duego, it is really cool! You will have fun!",M,21,25,
2,368,44,MX,"Duego es el mejor sitio para hacer amigas. Únete a Duego, está muy padre! Te divertirás!",Do you wanna make friends?,"Duego is the best site to make friends. Join Duego, it is really cool! You will have fun!",M,21,25,
2,368,45,MX,"Duego es el mejor sitio para hacer amigas. Únete a Duego, está muy padre! Te divertirás!",Do you wanna make friends?,"Duego is the best site to make friends. Join Duego, it is really cool! You will have fun!",M,21,25,
2,368,46,MX,"Duego es el mejor sitio para hacer amigas. Únete a Duego, está muy padre! Te divertirás!",Do you wanna make friends?,"Duego is the best site to make friends. Join Duego, it is really cool! You will have fun!",M,21,25,
2,368,47,MX,"Duego es el mejor sitio para hacer amigas. Únete a Duego, está muy padre! Te divertirás!",Do you wanna make friends?,"Duego is the best site to make friends. Join Duego, it is really cool! You will have fun!",M,21,25,
2,368,48,MX,"Duego es el mejor sitio para hacer amigas. Únete a Duego, está muy padre! Te divertirás!",Do you wanna make friends?,"Duego is the best site to make friends. Join Duego, it is really cool! You will have fun!",M,21,25,
2,368,49,MX,"Duego es el mejor sitio para hacer amigas. Únete a Duego, está muy padre! Te divertirás!",Do you wanna make friends?,"Duego is the best site to make friends. Join Duego, it is really cool! You will have fun!",M,21,25,
2,368,50,MX,"Duego es el mejor sitio para hacer amigas. Únete a Duego, está muy padre! Te divertirás!",Do you wanna make friends?,"Duego is the best site to make friends. Join Duego, it is really cool! You will have fun!",M,21,25,
2,369,34,MX,"Duego es el mejor sitio para hacer amigas. Únete a Duego, está muy padre! Te divertirás!",Do you wanna make friends?,"Duego is the best site to make friends. Join Duego, it is really cool! You will have fun!",M,26,30,
2,369,35,MX,"Duego es el mejor sitio para hacer amigas. Únete a Duego, está muy padre! Te divertirás!",Do you wanna make friends?,"Duego is the best site to make friends. Join Duego, it is really cool! You will have fun!",M,26,30,
2,369,36,MX,"Duego es el mejor sitio para hacer amigas. Únete a Duego, está muy padre! Te divertirás!",Do you wanna make friends?,"Duego is the best site to make friends. Join Duego, it is really cool! You will have fun!",M,26,30,
2,369,37,MX,"Duego es el mejor sitio para hacer amigas. Únete a Duego, está muy padre! Te divertirás!",Do you wanna make friends?,"Duego is the best site to make friends. Join Duego, it is really cool! You will have fun!",M,26,30,
2,369,38,MX,"Duego es el mejor sitio para hacer amigas. Únete a Duego, está muy padre! Te divertirás!",Do you wanna make friends?,"Duego is the best site to make friends. Join Duego, it is really cool! You will have fun!",M,26,30,
2,369,39,MX,"Duego es el mejor sitio para hacer amigas. Únete a Duego, está muy padre! Te divertirás!",Do you wanna make friends?,"Duego is the best site to make friends. Join Duego, it is really cool! You will have fun!",M,26,30,
2,369,40,MX,"Duego es el mejor sitio para hacer amigas. Únete a Duego, está muy padre! Te divertirás!",Do you wanna make friends?,"Duego is the best site to make friends. Join Duego, it is really cool! You will have fun!",M,26,30,
2,369,41,MX,"Duego es el mejor sitio para hacer amigas. Únete a Duego, está muy padre! Te divertirás!",Do you wanna make friends?,"Duego is the best site to make friends. Join Duego, it is really cool! You will have fun!",M,26,30,
2,369,42,MX,"Duego es el mejor sitio para hacer amigas. Únete a Duego, está muy padre! Te divertirás!",Do you wanna make friends?,"Duego is the best site to make friends. Join Duego, it is really cool! You will have fun!",M,26,30,
2,369,43,MX,"Duego es el mejor sitio para hacer amigas. Únete a Duego, está muy padre! Te divertirás!",Do you wanna make friends?,"Duego is the best site to make friends. Join Duego, it is really cool! You will have fun!",M,26,30,
2,369,44,MX,"Duego es el mejor sitio para hacer amigas. Únete a Duego, está muy padre! Te divertirás!",Do you wanna make friends?,"Duego is the best site to make friends. Join Duego, it is really cool! You will have fun!",M,26,30,
2,369,45,MX,"Duego es el mejor sitio para hacer amigas. Únete a Duego, está muy padre! Te divertirás!",Do you wanna make friends?,"Duego is the best site to make friends. Join Duego, it is really cool! You will have fun!",M,26,30,
2,369,46,MX,"Duego es el mejor sitio para hacer amigas. Únete a Duego, está muy padre! Te divertirás!",Do you wanna make friends?,"Duego is the best site to make friends. Join Duego, it is really cool! You will have fun!",M,26,30,
2,369,47,MX,"Duego es el mejor sitio para hacer amigas. Únete a Duego, está muy padre! Te divertirás!",Do you wanna make friends?,"Duego is the best site to make friends. Join Duego, it is really cool! You will have fun!",M,26,30,
2,369,48,MX,"Duego es el mejor sitio para hacer amigas. Únete a Duego, está muy padre! Te divertirás!",Do you wanna make friends?,"Duego is the best site to make friends. Join Duego, it is really cool! You will have fun!",M,26,30,
2,369,49,MX,"Duego es el mejor sitio para hacer amigas. Únete a Duego, está muy padre! Te divertirás!",Do you wanna make friends?,"Duego is the best site to make friends. Join Duego, it is really cool! You will have fun!",M,26,30,
2,369,50,MX,"Duego es el mejor sitio para hacer amigas. Únete a Duego, está muy padre! Te divertirás!",Do you wanna make friends?,"Duego is the best site to make friends. Join Duego, it is really cool! You will have fun!",M,26,30,
2,370,34,MX,"Duego es el mejor sitio para hacer amigas. Únete a Duego, está muy padre! Te divertirás!",Do you wanna make friends?,"Duego is the best site to make friends. Join Duego, it is really cool! You will have fun!",M,31,39,
2,370,35,MX,"Duego es el mejor sitio para hacer amigas. Únete a Duego, está muy padre! Te divertirás!",Do you wanna make friends?,"Duego is the best site to make friends. Join Duego, it is really cool! You will have fun!",M,31,39,
2,370,36,MX,"Duego es el mejor sitio para hacer amigas. Únete a Duego, está muy padre! Te divertirás!",Do you wanna make friends?,"Duego is the best site to make friends. Join Duego, it is really cool! You will have fun!",M,31,39,
2,370,37,MX,"Duego es el mejor sitio para hacer amigas. Únete a Duego, está muy padre! Te divertirás!",Do you wanna make friends?,"Duego is the best site to make friends. Join Duego, it is really cool! You will have fun!",M,31,39,
2,370,38,MX,"Duego es el mejor sitio para hacer amigas. Únete a Duego, está muy padre! Te divertirás!",Do you wanna make friends?,"Duego is the best site to make friends. Join Duego, it is really cool! You will have fun!",M,31,39,
2,370,39,MX,"Duego es el mejor sitio para hacer amigas. Únete a Duego, está muy padre! Te divertirás!",Do you wanna make friends?,"Duego is the best site to make friends. Join Duego, it is really cool! You will have fun!",M,31,39,
2,370,40,MX,"Duego es el mejor sitio para hacer amigas. Únete a Duego, está muy padre! Te divertirás!",Do you wanna make friends?,"Duego is the best site to make friends. Join Duego, it is really cool! You will have fun!",M,31,39,
