@relation mexico-full-numeric

@attribute Gender {F,M}
@attribute Age numeric
@attribute Banner {1, 2, 3, 4, 5, 6, 7, 8, 9, 10}
@attribute Click {no,yes}

@data
F,1,2,no, {13020}
F,1,2,yes, {3}
F,1,3,no, {85442}
F,1,3,yes, {34}
F,1,5,no, {83282}
F,1,5,yes, {26}
F,1,6,no, {56315}
F,1,6,yes, {15}
F,1,7,no, {6841}
F,1,7,yes, {1}
F,1,8,no, {152891}
F,1,8,yes, {61}
F,1,9,no, {213917}
F,1,9,yes, {75}
M,1,2,no, {68117}
M,1,2,yes, {20}
M,1,3,no, {75413}
M,1,3,yes, {21}
M,1,4,no, {67428}
M,1,4,yes, {19}
M,1,5,no, {10825}
M,1,5,yes, {2}
M,1,6,no, {78934}
M,1,6,yes, {21}
M,1,7,no, {77598}
M,1,7,yes, {21}
M,1,8,no, {17283}
M,1,8,yes, {4}
M,1,9,no, {227902}
M,1,9,yes, {92}
M,1,10,no, {40246}
M,1,10,yes, {13}
F,2,1,no, {92572}
F,2,1,yes, {33}
F,2,3,no, {5076}
F,2,3,yes, {1}
F,2,6,no, {176584}
F,2,6,yes, {71}
F,2,8,no, {11201}
F,2,8,yes, {3}
F,2,9,no, {55345}
F,2,9,yes, {18}
F,2,10,no, {5223}
F,2,10,yes, {1}
M,2,2,no, {24424}
M,2,2,yes, {7}
M,2,7,no, {200337}
M,2,7,yes, {86}
M,2,8,no, {158148}
M,2,8,yes, {68}
M,2,10,no, {59768}
M,2,10,yes, {19}
F,3,1,no, {157549}
F,3,1,yes, {66}
F,3,3,no, {7274}
F,3,3,yes, {2}
F,3,4,no, {12490}
F,3,4,yes, {4}
F,3,5,no, {12808}
F,3,5,yes, {4}
F,3,7,no, {168635}
F,3,7,yes, {66}
F,3,9,no, {95325}
F,3,9,yes, {41}
F,3,10,no, {48261}
F,3,10,yes, {20}
M,3,2,no, {747365}
M,3,2,yes, {365}
M,3,5,no, {12761}
M,3,5,yes, {4}
M,3,6,no, {46408}
M,3,6,yes, {20}
M,3,9,no, {185109}
M,3,9,yes, {70}
F,4,2,no, {76786}
F,4,2,yes, {42}
F,4,5,no, {22052}
F,4,5,yes, {9}
F,4,6,no, {3763}
F,4,6,yes, {1}
F,4,8,no, {188198}
F,4,8,yes, {85}
F,4,9,no, {106506}
F,4,9,yes, {53}
