@relation mexico-cities

@attribute City {Monterrey,Toluca,Queretaro,Guadalajara}
@attribute Gender {M,F}
@attribute Age numeric
@attribute Banner {1, 2, 3, 4, 5, 6, 7, 8, 9, 10}
@attribute Click {no,yes}

@data
Monterrey,M,2,9,no, {2540}
Monterrey,M,2,9,yes, {0}
Toluca,F,2,9,no, {2799}
Toluca,F,2,9,yes, {1}
Toluca,M,4,3,no, {2922}
Toluca,M,4,3,yes, {1}
Toluca,M,5,6,no, {2923}
Toluca,M,5,6,yes, {1}
Toluca,M,5,10,no, {2925}
Toluca,M,5,10,yes, {1}
Monterrey,F,1,4,no, {2989}
Monterrey,F,1,4,yes, {0}
Monterrey,F,1,1,no, {3021}
Monterrey,F,1,1,yes, {0}
Monterrey,F,1,10,no, {3105}
Monterrey,F,1,10,yes, {0}
Queretaro,M,1,1,no, {3152}
Queretaro,M,1,1,yes, {1}
Queretaro,M,1,4,no, {3230}
Queretaro,M,1,4,yes, {1}
Monterrey,M,1,1,no, {3266}
Monterrey,M,1,1,yes, {0}
Queretaro,F,2,2,no, {3348}
Queretaro,F,2,2,yes, {1}
Guadalajara,M,4,6,no, {3361}
Guadalajara,M,4,6,yes, {1}
Toluca,M,2,2,no, {3425}
Toluca,M,2,2,yes, {1}
Toluca,M,2,6,no, {3499}
Toluca,M,2,6,yes, {1}
Queretaro,F,2,9,no, {3534}
Queretaro,F,2,9,yes, {1}
Toluca,M,1,6,no, {3575}
Toluca,M,1,6,yes, {1}
Guadalajara,M,4,1,no, {3628}
Guadalajara,M,4,1,yes, {1}
Guadalajara,M,4,5,no, {3728}
Guadalajara,M,4,5,yes, {1}
Monterrey,F,4,6,no, {3763}
Monterrey,F,4,6,yes, {1}
Queretaro,M,2,1,no, {4139}
Queretaro,M,2,1,yes, {1}
Guadalajara,M,3,7,no, {4383}
Guadalajara,M,3,7,yes, {1}
Monterrey,M,5,1,no, {4408}
Monterrey,M,5,1,yes, {1}
Toluca,M,4,8,no, {4487}
Toluca,M,4,8,yes, {3}
Guadalajara,M,2,6,no, {4501}
Guadalajara,M,2,6,yes, {1}
Queretaro,F,4,5,no, {4511}
Queretaro,F,4,5,yes, {4}
Toluca,F,4,8,no, {4535}
Toluca,F,4,8,yes, {4}
Guadalajara,M,2,10,no, {4956}
Guadalajara,M,2,10,yes, {1}
Monterrey,F,2,3,no, {5076}
Monterrey,F,2,3,yes, {1}
Toluca,M,1,5,no, {5117}
Toluca,M,1,5,yes, {1}
Toluca,F,2,5,no, {5138}
Toluca,F,2,5,yes, {2}
Toluca,M,4,4,no, {5170}
Toluca,M,4,4,yes, {2}
Queretaro,F,1,7,no, {5185}
Queretaro,F,1,7,yes, {1}
Monterrey,F,2,10,no, {5223}
Monterrey,F,2,10,yes, {1}
Guadalajara,F,1,10,no, {5680}
Guadalajara,F,1,10,yes, {1}
Guadalajara,F,1,4,no, {5706}
Guadalajara,F,1,4,yes, {1}
Guadalajara,M,5,3,no, {5712}
Guadalajara,M,5,3,yes, {2}
Guadalajara,F,1,2,no, {5735}
Guadalajara,F,1,2,yes, {1}
Guadalajara,M,5,5,no, {5744}
Guadalajara,M,5,5,yes, {2}
Toluca,F,1,9,no, {5884}
Toluca,F,1,9,yes, {1}
Toluca,F,1,8,no, {5901}
Toluca,F,1,8,yes, {1}
Toluca,M,2,1,no, {5994}
Toluca,M,2,1,yes, {2}
Toluca,M,2,5,no, {6082}
Toluca,M,2,5,yes, {2}
Guadalajara,F,1,9,no, {6368}
Guadalajara,F,1,9,yes, {2}
Guadalajara,M,5,6,no, {6461}
Guadalajara,M,5,6,yes, {3}
Toluca,F,1,7,no, {6577}
Toluca,F,1,7,yes, {2}
Guadalajara,F,4,7,no, {6769}
Guadalajara,F,4,7,yes, {2}
Guadalajara,M,3,2,no, {6786}
Guadalajara,M,3,2,yes, {2}
Monterrey,F,1,7,no, {6841}
Monterrey,F,1,7,yes, {1}
Guadalajara,F,3,4,no, {6891}
Guadalajara,F,3,4,yes, {2}
Guadalajara,F,5,2,no, {7013}
Guadalajara,F,5,2,yes, {5}
Queretaro,F,3,4,no, {7110}
Queretaro,F,3,4,yes, {3}
Toluca,F,2,6,no, {7157}
Toluca,F,2,6,yes, {3}
Monterrey,F,3,3,no, {7274}
Monterrey,F,3,3,yes, {2}
Guadalajara,M,2,2,no, {7318}
Guadalajara,M,2,2,yes, {2}
Monterrey,F,5,5,no, {7528}
