@relation pl-tagged

@attribute Gender {Women,Men}
@attribute Age {25-28,22-24,29-31,19-21,32-34}
@attribute body-tag-1 {zwlekaj,spotkać,duego,dołącz,niusy,osób,miejsce,teraz,twoich,surfuj,okolicy,super,darmo,dziś,znajomi,albo,rozrywka,zechcesz,socializing,zaznaj,pogadać,topie}
@attribute body-tag-2 {zwlekaj,spotkać,duego,dołącz,niusy,osób,miejsce,teraz,twoich,surfuj,okolicy,super,darmo,dziś,znajomi,albo,rozrywka,zechcesz,socializing,zaznaj,pogadać,topie}
@attribute body-tag-3 {zwlekaj,spotkać,duego,dołącz,niusy,osób,miejsce,teraz,twoich,surfuj,okolicy,super,darmo,dziś,znajomi,albo,rozrywka,zechcesz,socializing,zaznaj,pogadać,topie}
@attribute body-tag-4 {zwlekaj,spotkać,duego,dołącz,niusy,osób,miejsce,teraz,twoich,surfuj,okolicy,super,darmo,dziś,znajomi,albo,rozrywka,zechcesz,socializing,zaznaj,pogadać,topie}
@attribute body-tag-5 {zwlekaj,spotkać,duego,dołącz,niusy,osób,miejsce,teraz,twoich,surfuj,okolicy,super,darmo,dziś,znajomi,albo,rozrywka,zechcesz,socializing,zaznaj,pogadać,topie}
@attribute body-tag-6 {zwlekaj,spotkać,duego,dołącz,niusy,osób,miejsce,teraz,twoich,surfuj,okolicy,super,darmo,dziś,znajomi,albo,rozrywka,zechcesz,socializing,zaznaj,pogadać,topie}
@attribute body-tag-7 {zwlekaj,spotkać,duego,dołącz,niusy,osób,miejsce,teraz,twoich,surfuj,okolicy,super,darmo,dziś,znajomi,albo,rozrywka,zechcesz,socializing,zaznaj,pogadać,topie}
@attribute body-tag-8 {zwlekaj,spotkać,duego,dołącz,niusy,osób,miejsce,teraz,twoich,surfuj,okolicy,super,darmo,dziś,znajomi,albo,rozrywka,zechcesz,socializing,zaznaj,pogadać,topie}
@attribute body-tag-9 {zwlekaj,spotkać,duego,dołącz,niusy,osób,miejsce,teraz,twoich,surfuj,okolicy,super,darmo,dziś,znajomi,albo,rozrywka,zechcesz,socializing,zaznaj,pogadać,topie}
@attribute body-tag-10 {zwlekaj,spotkać,duego,dołącz,niusy,osób,miejsce,teraz,twoich,surfuj,okolicy,super,darmo,dziś,znajomi,albo,rozrywka,zechcesz,socializing,zaznaj,pogadać,topie}
@attribute title-tag-1 {zwlekaj,spotkać,dołącz,niusy,duego,osób,miejsce}
@attribute title-tag-2 {zwlekaj,spotkać,dołącz,niusy,duego,osób,miejsce}
@attribute title-tag-3 {zwlekaj,spotkać,dołącz,niusy,duego,osób,miejsce}
@attribute Click {yes,no}

@data
Women,25-28,zwlekaj,dołącz,duego,teraz,surfuj,darmo,socializing,albo,topie,?,zwlekaj,dołącz,duego,yes,{43}
Women,25-28,zwlekaj,dołącz,duego,teraz,surfuj,darmo,socializing,albo,topie,?,zwlekaj,dołącz,duego,yes
Women,25-28,zwlekaj,dołącz,duego,teraz,surfuj,darmo,socializing,albo,topie,?,zwlekaj,dołącz,duego,yes,{3}
Women,25-28,spotkać,niusy,osób,twoich,okolicy,dziś,zaznaj,rozrywka,duego,darmo,spotkać,niusy,osób,yes,{5}
Women,25-28,spotkać,niusy,osób,twoich,okolicy,dziś,zaznaj,rozrywka,duego,darmo,spotkać,niusy,osób,yes,{63}
Women,25-28,zwlekaj,dołącz,duego,teraz,surfuj,darmo,socializing,albo,topie,?,zwlekaj,dołącz,duego,yes,{0}
Women,25-28,spotkać,niusy,osób,twoich,okolicy,dziś,zaznaj,rozrywka,duego,darmo,spotkać,niusy,osób,yes,{8}
Women,25-28,zwlekaj,dołącz,duego,teraz,surfuj,darmo,socializing,albo,topie,?,zwlekaj,dołącz,duego,yes,{0}
Women,25-28,zwlekaj,dołącz,duego,teraz,surfuj,darmo,socializing,albo,topie,?,zwlekaj,dołącz,duego,yes,{0}
Women,25-28,spotkać,niusy,osób,twoich,okolicy,dziś,zaznaj,rozrywka,duego,darmo,spotkać,niusy,osób,yes,{0}
Women,25-28,zwlekaj,dołącz,duego,teraz,surfuj,darmo,socializing,albo,topie,?,zwlekaj,dołącz,duego,yes,{2}
Women,25-28,zwlekaj,dołącz,duego,teraz,surfuj,darmo,socializing,albo,topie,?,zwlekaj,dołącz,duego,yes
Women,25-28,spotkać,niusy,osób,twoich,okolicy,dziś,zaznaj,rozrywka,duego,darmo,spotkać,niusy,osób,yes,{8}
Women,25-28,spotkać,niusy,osób,twoich,okolicy,dziś,zaznaj,rozrywka,duego,darmo,spotkać,niusy,osób,yes,{331}
Women,25-28,spotkać,niusy,osób,twoich,okolicy,dziś,zaznaj,rozrywka,duego,darmo,spotkać,niusy,osób,yes,{0}
Women,25-28,spotkać,niusy,osób,twoich,okolicy,dziś,zaznaj,rozrywka,duego,darmo,spotkać,niusy,osób,yes,{9}
Women,22-24,zwlekaj,dołącz,duego,teraz,surfuj,darmo,socializing,albo,topie,?,zwlekaj,dołącz,duego,yes
Women,22-24,spotkać,niusy,osób,twoich,okolicy,dziś,zaznaj,rozrywka,duego,darmo,spotkać,niusy,osób,yes,{23}
Women,22-24,zwlekaj,dołącz,duego,teraz,surfuj,darmo,socializing,albo,topie,?,zwlekaj,dołącz,duego,yes,{0}
